topic_id,title,topic_url,slug,views,reply_count,last_posted_at,bumped_at,created_at,last_poster_username,tags,category_slug
9106,"Anthropic, AI 기반 취약점 탐지 도구 Claude Code Security 발표 및 연구용 미리보기 사용 신청 시작",https://discuss.pytorch.kr/t/anthropic-ai-claude-code-security/9106,anthropic-ai-claude-code-security,259,0,2026-02-28T09:30:35.148Z,2026-02-28T09:30:35.148Z,2026-02-28T09:30:35.148Z,9bow,anthropic|ai-security|static-analysis|claude-code-security,news
9091,Codex 하네스의 비밀 풀기: App Server 구축기 (Unlocking the Codex harness: how we built the App Server),https://discuss.pytorch.kr/t/codex-app-server-unlocking-the-codex-harness-how-we-built-the-app-server/9091,codex-app-server-unlocking-the-codex-harness-how-we-built-the-app-server,976,0,2026-02-27T09:30:27.034Z,2026-02-27T09:30:27.034Z,2026-02-27T09:30:27.034Z,9bow,agent-harness|openai-codex|codex-harness|codex-app-server,news
9098,"Google DeepMind, 프로급 성능과 번개 같은 속도를 갖춘 Nano Banana 2 출시",https://discuss.pytorch.kr/t/google-deepmind-nano-banana-2/9098,google-deepmind-nano-banana-2,262,0,2026-02-27T03:30:08.837Z,2026-02-27T03:30:08.837Z,2026-02-27T03:30:08.837Z,9bow,google|synthid-watermark|nano-banana|google-deepmind|c2pa|nano-banana-2,news
9092,"Anthropic, 로컬 환경에서 실행 중인 Claude Code 세션을 모바일 및 외부에서 확인 및 입력할 수 있도록 하는 원격 제어 기능 출시",https://discuss.pytorch.kr/t/anthropic-claude-code/9092,anthropic-claude-code,584,0,2026-02-26T21:30:43.391Z,2026-02-26T21:30:43.391Z,2026-02-26T21:30:43.391Z,9bow,anthropic|claude-code|remote-control,news
9088,"Apple, macOS 환경에서 Apple Intelligence의 Foundation Model에 접근할 수 있는 Python SDK 공개",https://discuss.pytorch.kr/t/apple-macos-apple-intelligence-foundation-model-python-sdk/9088,apple-macos-apple-intelligence-foundation-model-python-sdk,268,0,2026-02-26T09:30:13.169Z,2026-02-26T09:30:13.169Z,2026-02-26T09:30:13.169Z,9bow,apple|apple-intelligence|apple-foundation-models-framework-sdk|foundation-models-framework|python-sdk,news
9083,Awesome OpenClaw Use Cases: 일상 생활에서의 OpenClaw 사용 사례 30건을 모아 6개 카테고리로 정리한 저장소,https://discuss.pytorch.kr/t/awesome-openclaw-use-cases-openclaw-30-6/9083,awesome-openclaw-use-cases-openclaw-30-6,2917,0,2026-02-26T03:30:20.774Z,2026-02-26T03:30:20.774Z,2026-02-26T03:30:20.774Z,9bow,openclaw|awesome-list|use-case|clawdbot|moltbot|awesome-openclaw-use-cases,news
9082,"NanoClaw: 자체 컨테이너에서 실행되는 안전하고 가벼운, 메신저로 통신 가능한 AI 에이전트 (feat. Anthropic의 Agents SDK)",https://discuss.pytorch.kr/t/nanoclaw-ai-feat-anthropic-agents-sdk/9082,nanoclaw-ai-feat-anthropic-agents-sdk,3118,0,2026-02-25T21:30:46.325Z,2026-02-25T21:30:46.325Z,2026-02-25T21:30:46.325Z,9bow,claude-code|agent-framework|openclaw|agents-sdk|node-js|nanoclaw,news
9080,AI가 초래할 사회 문화적인 변화,https://discuss.pytorch.kr/t/ai/9080,ai,367,0,2026-02-25T10:35:49.522Z,2026-02-25T10:35:49.522Z,2026-02-25T10:35:49.407Z,18NAO,ai,news
9079,"Prompt-Dump: LLM의 메타인지 벤치마크 평가를 위한, 수만대 규모의 AI NPC 자율 트레이딩 시뮬레이션 환경",https://discuss.pytorch.kr/t/prompt-dump-llm-ai-npc/9079,prompt-dump-llm-ai-npc,416,0,2026-02-25T09:30:53.589Z,2026-02-25T09:30:53.589Z,2026-02-25T09:30:53.589Z,9bow,benchmark|leaderboard|ai-for-trading|agent-benchmark|pumpdump|trading-simulation-environment|final-bench|metacognitive-dataset|prompt-dump,news
9070,Voicebox: Qwen3-TTS 기반의 오픈소스 모던 음성 통신 플랫폼,https://discuss.pytorch.kr/t/voicebox-qwen3-tts/9070,voicebox-qwen3-tts,253,0,2026-02-25T03:30:48.090Z,2026-02-25T03:30:48.090Z,2026-02-25T03:30:48.090Z,9bow,self-hosted|tts|voicebox|qwen3-tts|voicebox-sh|voice-synthesis,news
9071,Hugging Face Skills: 코딩 에이전트에게 AI/ML 전문 지식을 부여하고 AI 워크플로우 자동화를 위한 스킬 모음 (feat. ACP),https://discuss.pytorch.kr/t/hugging-face-skills-ai-ml-ai-feat-acp/9071,hugging-face-skills-ai-ml-ai-feat-acp,2372,0,2026-02-24T21:30:01.061Z,2026-02-24T21:30:01.061Z,2026-02-24T21:30:01.061Z,9bow,huggingface|skills|agent-skills|claude-skill|huggingface-skills|agent-context-protocol,news
9040,"Factory: 에이전트 네이티브 소프트웨어 개발 플랫폼 (유료, $20/월 ~ )",https://discuss.pytorch.kr/t/factory-20/9040,factory-20,1118,0,2026-02-23T21:30:18.367Z,2026-02-23T21:30:18.367Z,2026-02-23T21:30:18.367Z,9bow,agent-native|droid|agent-native-software-development|factory-ai,news
9059,AMD MI300X GPU 이벤트 후기 Part1 - 왜 MI300X인가? — GraphRAG를 하드웨어부터 워크로드까지 해부하다,https://discuss.pytorch.kr/t/amd-mi300x-gpu-part1-mi300x-graphrag/9059,amd-mi300x-gpu-part1-mi300x-graphrag,385,0,2026-02-27T03:45:44.649Z,2026-02-27T03:45:44.649Z,2026-02-23T13:52:49.666Z,9bow,,news
9058,한국 AI 오픈소스 히트맵을 소개합니다!,https://discuss.pytorch.kr/t/ai/9058,ai,1212,0,2026-02-23T13:45:25.263Z,2026-02-23T13:45:25.263Z,2026-02-23T13:45:25.133Z,woojun,opensource|huggingface,news
9041,[GN] Claude Code 구축에서 얻은 교훈: 프롬프트 캐싱이 전부임,https://discuss.pytorch.kr/t/gn-claude-code/9041,gn-claude-code,624,0,2026-02-23T09:30:00.095Z,2026-02-23T09:30:00.095Z,2026-02-23T09:30:00.095Z,9bow,geeknews|agent|prompt-caching|prefix-matching|cache-rules-everything-around-me,news
9038,"Taalas, 초당 약17,000 토큰 생성이 가능한, Llama 3.1 8B 모델을 하드웨어로 직접 구현한 HC1 공개",https://discuss.pytorch.kr/t/taalas-17-000-llama-3-1-8b-hc1/9038,taalas-17-000-llama-3-1-8b-hc1,850,0,2026-02-23T03:30:21.363Z,2026-02-23T03:30:21.363Z,2026-02-23T03:30:21.363Z,9bow,ai-hardware|custom-silicon|llama-3-1-8b|hc1|taalas,news
9048,[2026/02/16 ~ 22] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-02-16-22-ai-ml/9048,2026-02-16-22-ai-ml,2795,0,2026-02-22T21:30:43.519Z,2026-02-22T21:30:43.519Z,2026-02-22T21:30:43.519Z,9bow,paper|ai-ml-papers-of-the-week|agents-md|souper-model|soup-of-category-experts|tinylora|learning-to-reason-in-13-parameters|attention-matching|fast-kv-compaction|web-world-model|llm-reasoning-failure|skillsbench,news
9039,"Anthropic, 동작하는 App의 미리보기 및 코드 리뷰 등, Claude Code 기능을 개선한 Desktop App 업데이트",https://discuss.pytorch.kr/t/anthropic-app-claude-code-desktop-app/9039,anthropic-app-claude-code-desktop-app,1438,0,2026-02-22T09:30:50.495Z,2026-02-22T09:30:50.495Z,2026-02-22T09:30:50.495Z,9bow,anthropic|claude-for-desktop,news
9034,"Google, 실용적인 AI 기술을 평가하는 Google AI Professional Certificate 인증 출시",https://discuss.pytorch.kr/t/google-ai-google-ai-professional-certificate/9034,google-ai-google-ai-professional-certificate,438,0,2026-02-22T03:30:39.958Z,2026-02-22T03:30:39.958Z,2026-02-22T03:30:39.958Z,9bow,google|ai-certification|practical-ai-skills|google-ai-certificate|google-ai,news
9036,"Anthropic, 현실 세계에서의 AI 에이전트 자율성을 측정한 'Measuring AI Agent Autonomy in Practice' 연구 공개",https://discuss.pytorch.kr/t/anthropic-ai-measuring-ai-agent-autonomy-in-practice/9036,anthropic-ai-measuring-ai-agent-autonomy-in-practice,368,0,2026-02-21T09:30:20.835Z,2026-02-21T09:30:20.835Z,2026-02-21T09:30:20.835Z,9bow,anthropic|claude-code|ai-agent-autonomy|metr|new-human-ai-interaction-paradigms|post-deployment-monitoring-infrastructure|deployment-overhang|measuring-ai-agent-autonomy-in-practice,news
9035,"OpenClaw 개발자 Peter Steinberger, '단순히 데이터를 보여주고 관리하던 기존 App의 80% 가량은 불필요해질 것'",https://discuss.pytorch.kr/t/openclaw-peter-steinberger-app-80/9035,openclaw-peter-steinberger-app-80,427,0,2026-02-21T05:00:15.727Z,2026-02-21T05:00:15.727Z,2026-02-21T05:00:15.727Z,9bow,openclaw|interview|swarm-intelligence|soul-md|peter-steinberger,news
9030,"Google, Gemini 3에 이은 Gemini 3 Deep Think 및 Gemini 3.1 Pro 출시",https://discuss.pytorch.kr/t/google-gemini-3-gemini-3-deep-think-gemini-3-1-pro/9030,google-gemini-3-gemini-3-deep-think-gemini-3-1-pro,286,0,2026-02-20T09:00:31.080Z,2026-02-20T09:00:31.080Z,2026-02-20T09:00:31.080Z,9bow,gemini|google-gemini|gemini-3-deep-think|gemini-3-1-pro,news
9027,"AionUi: Claude Code, Codex, Gemini CLI 등, CLI AI 에이전트를 위한 AI Cowork 플랫폼 (feat. iOfficeAI)",https://discuss.pytorch.kr/t/aionui-claude-code-codex-gemini-cli-cli-ai-ai-cowork-feat-iofficeai/9027,aionui-claude-code-codex-gemini-cli-cli-ai-ai-cowork-feat-iofficeai,3197,0,2026-02-20T03:30:11.115Z,2026-02-20T03:30:11.115Z,2026-02-20T03:30:11.115Z,9bow,web-ui|ai-cowork|aionui,news
9024,"EVMbench: OpenAI와 Paradigm이 공개한, 이더리움 스마트 컨트랙트 보안 벤치마크",https://discuss.pytorch.kr/t/evmbench-openai-paradigm/9024,evmbench-openai-paradigm,146,0,2026-02-19T10:30:42.463Z,2026-02-19T10:30:42.463Z,2026-02-19T10:30:42.463Z,9bow,openai|benchmark|blockchain|ethereum-virtual-machine|smart-contract|ethereum|evmbench,news
9016,ClawWork: 토큰 비용 이상의 수익 창출 능력을 겨루는 AI 에이전트 경제성 평가 플랫폼,https://discuss.pytorch.kr/t/clawwork-ai/9016,clawwork-ai,395,0,2026-02-18T21:30:37.800Z,2026-02-18T21:30:37.800Z,2026-02-18T21:30:37.800Z,9bow,openclaw|hkuds|leaderboard|agent-benchmark|nanobot|gdpval|clawwork,news
9005,slime: RL 기반의 LLM 사후학습을 위한 SGLang 기반의 RL Scaling 프레임워크 (feat. Ziphu AI & THUDM),https://discuss.pytorch.kr/t/slime-rl-llm-sglang-rl-scaling-feat-ziphu-ai-thudm/9005,slime-rl-llm-sglang-rl-scaling-feat-ziphu-ai-thudm,211,0,2026-02-18T09:30:45.621Z,2026-02-18T09:30:45.621Z,2026-02-18T09:30:45.621Z,9bow,,news
9013,"Qwen3.5: 초기부터 멀티모달 데이터로 학습한, 에이전트 중심의 워크플로우에 최적화된 Native Multimodal Agent Model",https://discuss.pytorch.kr/t/qwen3-5-native-multimodal-agent-model/9013,qwen3-5-native-multimodal-agent-model,3370,0,2026-02-24T08:28:40.271Z,2026-02-24T08:28:40.271Z,2026-02-18T03:30:20.537Z,G_K,mixture-of-experts|alibaba|multimodal-agent|sparse-moe|multi-token-prediction|alibaba-cloud|gated-delta-networks|multimodal-native|qwen3-5-plus|qwen3-5-397b-a17b|qwen3-5,news
9009,Streamlit의 Rerun 없이 PyTorch 모델 데모를 구현하는 방법: Violit,https://discuss.pytorch.kr/t/streamlit-rerun-pytorch-violit/9009,streamlit-rerun-pytorch-violit,290,0,2026-03-06T08:36:25.842Z,2026-03-06T08:36:25.842Z,2026-02-17T09:37:17.272Z,James_Lee,ai|opensource|web-ui|webapp|streamlit|fullstack-agent,news
9004,"Z Code: Ziphu AI가 공개한 멀티 에이전트 기반의 차세대 AI 개발 환경 (ADE, Agent Development Environment))",https://discuss.pytorch.kr/t/z-code-ziphu-ai-ai-ade-agent-development-environment/9004,z-code-ziphu-ai-ai-ade-agent-development-environment,318,0,2026-02-17T03:30:30.124Z,2026-02-17T03:30:30.124Z,2026-02-17T03:30:30.124Z,9bow,vibe-coding|multi-agent-framework|ai-development|agent-development-environment|z-code,news
9006,"OpenAI, 더 나아진 GPT-5.3-Codex 모델 및 더 빨라진 GPT-5.3-Codex-Spark 모델 공개",https://discuss.pytorch.kr/t/openai-gpt-5-3-codex-gpt-5-3-codex-spark/9006,openai-gpt-5-3-codex-gpt-5-3-codex-spark,855,0,2026-02-16T09:30:19.821Z,2026-02-16T09:30:19.821Z,2026-02-16T09:30:19.821Z,9bow,openai|code-agent|gpt-5-3-codex-spark|gpt-5-3-codex,news
9003,"Zihpu AI, 바이브 코딩에서 에이전틱 엔지니어링으로 패러다임을 전환한 GLM-5 모델 출시",https://discuss.pytorch.kr/t/zihpu-ai-glm-5/9003,zihpu-ai-glm-5,285,0,2026-02-16T04:00:37.632Z,2026-02-16T04:00:37.632Z,2026-02-16T04:00:37.632Z,9bow,z-ai|agentic-engineering|deepseek-sparse-attention|slime|ziphu-ai,news
8997,[2026/02/09 ~ 15] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-02-09-15-ai-ml/8997,2026-02-09-15-ai-ml,556,0,2026-02-15T21:30:42.390Z,2026-02-15T21:30:42.390Z,2026-02-15T21:30:42.390Z,9bow,paper|survey-paper|ai-ml-papers-of-the-week|fullstack-agent|data-preparation|relativistic-adversarial-reasoning-optimization|sata-attention|moss-video-and-audio|alternating-direction-method-of-multipliers|post-training-quantization|agentdog|odcv-bench|code2world|symmetry-aware-taylor-approximation|nanoquant,news
8992,[GN] Claude Code 창시자 Boris Cherny의 Claude Code 커스터마이징 팁 12가지,https://discuss.pytorch.kr/t/gn-claude-code-boris-cherny-claude-code-12/8992,gn-claude-code-boris-cherny-claude-code-12,497,0,2026-02-15T09:30:28.996Z,2026-02-15T09:30:28.996Z,2026-02-15T09:30:28.996Z,9bow,geeknews|claude-code|claude-code-tips|boris-cherny,news
8988,Tambo AI: React 기반의 생성형 UI(Generative UI)를 구축할 수 있는 오픈소스 SDK,https://discuss.pytorch.kr/t/tambo-ai-react-ui-generative-ui-sdk/8988,tambo-ai-react-ui-generative-ui-sdk,254,0,2026-02-15T03:30:27.262Z,2026-02-15T03:30:27.262Z,2026-02-15T03:30:27.262Z,9bow,react|sdk|agentic-web|generative-ui|tambo-ai,news
8989,"Markdown for Agents: Cloudflare가 공개한, AI 에이전트를 위한 새로운 콘텐츠 요청/응답 방식",https://discuss.pytorch.kr/t/markdown-for-agents-cloudflare-ai/8989,markdown-for-agents-cloudflare-ai,253,0,2026-02-14T09:30:07.654Z,2026-02-14T09:30:07.654Z,2026-02-14T09:30:07.654Z,9bow,cloudflare|markdown|web-for-agents|markdown-for-agents,news
8987,OpenSpec: AI 에이전트 행동 정의를 위한 오픈소스 경량 프레임워크,https://discuss.pytorch.kr/t/openspec-ai/8987,openspec-ai,717,0,2026-02-14T03:30:06.547Z,2026-02-14T03:30:06.547Z,2026-02-14T03:30:06.547Z,9bow,spec-driven-development|swagger|runtime-agnostic|declarative-agent-definition|fission-ai|openspec,news
8986,[GN] Claude는 사고를 위한 공간입니다,https://discuss.pytorch.kr/t/gn-claude/8986,gn-claude,281,0,2026-02-13T21:30:34.683Z,2026-02-13T21:30:34.683Z,2026-02-13T21:30:34.683Z,9bow,anthropic|claude,news
8983,"KO-VLM-Benchmark: Marker AI가 공개한, 한국어 문서 및 시각 요소(도해, 표 등) 이해 능력 벤치마크",https://discuss.pytorch.kr/t/ko-vlm-benchmark-marker-ai/8983,ko-vlm-benchmark-marker-ai,407,0,2026-02-13T04:00:39.328Z,2026-02-13T04:00:39.328Z,2026-02-13T04:00:39.328Z,9bow,benchmark|korean-vlm|vlm-benchmark|ko-vlm-benchmark,news
8974,"gWorld: Trillion Labs가 공개한, 실행 가능한 코드로 모바일 세상을 시뮬레이션하는 생성형 월드 모델",https://discuss.pytorch.kr/t/gworld-trillion-labs/8974,gworld-trillion-labs,414,0,2026-02-12T03:30:17.242Z,2026-02-12T03:30:17.242Z,2026-02-12T03:30:17.242Z,9bow,android|mobile-agent|trillion-labs|gworld-32b|gworld-8b|mobile-world-model|gworld,news
8972,Open-AgentRL: LLM 에이전트 강화를 위한 통합 오픈소스 프레임워크 (feat. RLAnything & DemyAgent),https://discuss.pytorch.kr/t/open-agentrl-llm-feat-rlanything-demyagent/8972,open-agentrl-llm-feat-rlanything-demyagent,451,0,2026-02-11T21:30:29.217Z,2026-02-11T21:30:29.217Z,2026-02-11T21:30:29.217Z,9bow,paper|rl-framework|open-agentrl|verl|rl-agent|sandbox-fusion|retool|deliberative-reasoning|grpo-tcr|demyagent|rlanything,news
8968,noapi-google-search-mcp: Google Search API Key 없이도 구글 검색 결과를 활용하는 MCP 서버,https://discuss.pytorch.kr/t/noapi-google-search-mcp-google-search-api-key-mcp/8968,noapi-google-search-mcp-google-search-api-key-mcp,4076,0,2026-02-11T03:30:59.175Z,2026-02-11T03:30:59.175Z,2026-02-11T03:30:59.175Z,9bow,model-context-protocol|mcp-server|google-search|google-search-mcp|noapi-google-search-mcp,news
8963,mlx-vlm: M5와 같은 Apple Silicon에 최적화된 MLX 기반 시각-언어 모델(VLM) 추론 및 파인튜닝 도구,https://discuss.pytorch.kr/t/mlx-vlm-m5-apple-silicon-mlx-vlm/8963,mlx-vlm-m5-apple-silicon-mlx-vlm,1306,0,2026-02-10T21:30:57.998Z,2026-02-10T21:30:57.998Z,2026-02-10T21:30:57.998Z,9bow,vision-language|apple-silicon|fine-tuning|mlx|inference-framework|omni-model|vlm|mlx-vlm,news
8961,Microsoft Agent Skills: Azure SDK 및 Microsoft AI Foundry 활용 등을 위한 모듈형 지식 패키지,https://discuss.pytorch.kr/t/microsoft-agent-skills-azure-sdk-microsoft-ai-foundry/8961,microsoft-agent-skills-azure-sdk-microsoft-ai-foundry,207,0,2026-02-10T09:30:19.517Z,2026-02-10T09:30:19.517Z,2026-02-10T09:30:19.517Z,9bow,microsoft|microsoft-ai-foundry|azure-sdk|microsoft-agent-skills,news
8956,GLM-OCR: 0.9B 파라미터로 SOTA 성능을 달성한 초경량 오픈소스 OCR 모델 (feat. Z.ai),https://discuss.pytorch.kr/t/glm-ocr-0-9b-sota-ocr-feat-z-ai/8956,glm-ocr-0-9b-sota-ocr-feat-z-ai,1757,0,2026-02-10T03:30:03.623Z,2026-02-10T03:30:03.623Z,2026-02-10T03:30:03.623Z,9bow,small-llm|ocr|z-ai|glm-ocr,news
8946,Parlant: LLM 에이전트 행동 제어 및 신뢰성 보장을 위한 오픈소스 행동제어 프레임워크 (Behavior Guidance Framework),https://discuss.pytorch.kr/t/parlant-llm-behavior-guidance-framework/8946,parlant-llm-behavior-guidance-framework,345,0,2026-02-09T03:30:23.742Z,2026-02-09T03:30:23.742Z,2026-02-09T03:30:23.742Z,9bow,agent-framework|llm-agent|llm-guardrails|behavior-engineering|parlant|behavior-guidance-framework,news
8947,[2026/02/02 ~ 08] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-02-02-08-ai-ml/8947,2026-02-02-08-ai-ml,836,0,2026-02-08T22:30:52.110Z,2026-02-08T22:30:52.110Z,2026-02-08T22:30:52.110Z,9bow,paper|ai-ml-papers-of-the-week|self-evolution|self-evolving-search-agents|how-ai-impacts-skill-formation|self-distillation|deepread|spatialgeneval|first-proof|idea2story|sdpo|sale|wideseek-r1|self-improvement|self-teacher|dr-zero,news
8945,"Knowledge Work Plugins: 지식 근로자를 위한, Claude Cowork 및 Claude Code용 플러그인 (Anthropic 공식)",https://discuss.pytorch.kr/t/knowledge-work-plugins-claude-cowork-claude-code-anthropic/8945,knowledge-work-plugins-claude-cowork-claude-code-anthropic,1946,0,2026-02-08T09:30:53.871Z,2026-02-08T09:30:53.871Z,2026-02-08T09:30:53.871Z,9bow,anthropic|claude-code|claude-code-plugin|claude-cowork|llm-for-knowledge-work|knowledge-work-plugins|knowledge-worker,news
8944,[GN⁺] HashiCorp 공동 창업자 Mitchell Hashimoto의 AI 도입 여정(My AI Adoption Journey),https://discuss.pytorch.kr/t/gn-hashicorp-mitchell-hashimoto-ai-my-ai-adoption-journey/8944,gn-hashicorp-mitchell-hashimoto-ai-my-ai-adoption-journey,354,0,2026-02-08T03:00:24.325Z,2026-02-08T03:00:24.325Z,2026-02-08T03:00:24.325Z,9bow,geeknews|claude-code|article|harness-engineering|ai-adoption|mitchell-hashimoto|my-ai-adoption-journey|hashicorp,news
8939,Awesome AI Coding Tools: 개발자를 위한 100여가지 AI 코딩 도구 소개 목록 (feat. AI for Developers),https://discuss.pytorch.kr/t/awesome-ai-coding-tools-100-ai-feat-ai-for-developers/8939,awesome-ai-coding-tools-100-ai-feat-ai-for-developers,696,0,2026-02-07T04:30:21.172Z,2026-02-07T04:30:21.172Z,2026-02-07T04:30:21.172Z,9bow,coding-assistant|ai-coding|awesome-list|agentic-coding|awesome-ai-coding-tools|ai-coding-tools|ai-for-developers,news
8931,Claude Code의 Agent Teams: 여러 개의 독립적인 세션을 하나의 팀으로 구성하여 병렬로 수행하고 조율하는 기능,https://discuss.pytorch.kr/t/claude-code-agent-teams/8931,claude-code-agent-teams,3074,0,2026-02-06T21:30:45.633Z,2026-02-06T21:30:45.633Z,2026-02-06T21:30:45.633Z,9bow,claude-code|agent-teams|claude-code-agent-teams,news
8927,"Anthropic, Claude Opus 4.6 출시 및 기존 Pro/Max 사용자 대상 $50 추가 크레딧 증정 프로모션 진행 (~2/16)",https://discuss.pytorch.kr/t/anthropic-claude-opus-4-6-pro-max-50-2-16/8927,anthropic-claude-opus-4-6-pro-max-50-2-16,1461,0,2026-02-06T03:30:23.034Z,2026-02-06T03:30:23.034Z,2026-02-06T03:30:23.034Z,9bow,anthropic|claude-code|prompt-caching|agent-teams|self-correction|claude-in-excel|claude-in-power-point|claude-opus-4-6,news
8922,Memori: LLM 및 AI 에이전트를 위한 SQL 네이티브 메모리 계층,https://discuss.pytorch.kr/t/memori-llm-ai-sql/8922,memori-llm-ai-sql,1576,0,2026-02-05T21:30:57.681Z,2026-02-05T21:30:57.681Z,2026-02-05T21:30:57.681Z,9bow,agent-memory|memory-layer|sql-native|memori,news
8915,"ToolJet: 관리 도구, 워크플로우 및 AI 에이전트 구축을 위한 오픈소스 플랫폼",https://discuss.pytorch.kr/t/tooljet-ai/8915,tooljet-ai,2751,0,2026-02-05T03:30:07.246Z,2026-02-05T03:30:07.246Z,2026-02-05T03:30:07.246Z,9bow,agent-workflow|low-code|tooljet-ai|community-edition|tooljet,news
8916,Paper2Slides: 클릭 한 번으로 논문 및 기술 문서를 고품질 프레젠테이션으로 변환하는 도구,https://discuss.pytorch.kr/t/paper2slides/8916,paper2slides,3605,0,2026-02-04T21:30:55.381Z,2026-02-04T21:30:55.381Z,2026-02-04T21:30:55.381Z,9bow,rag|text-to-presentation|document-to-presentation|paper2slides,news
8913,"[GN] 2026 기술 트렌드 보고서: AI 에이전트부터 소버린 AI, 피지컬 AI까지 [PDF/영문/102p]",https://discuss.pytorch.kr/t/gn-2026-ai-ai-ai-pdf-102p/8913,gn-2026-ai-ai-ai-pdf-102p,1052,0,2026-02-04T04:00:35.620Z,2026-02-04T04:00:35.620Z,2026-02-04T04:00:35.620Z,9bow,ai-agent|pdf|report|tech-trend|physical-ai|cbinsights,news
8911,nanobot: 홍콩대학교 데이터지능연구소(HKUDS)가 개발 및 공개한 초경량 개인용 비서 프로젝트 (feat. OpenClaw),https://discuss.pytorch.kr/t/nanobot-hkuds-feat-openclaw/8911,nanobot-hkuds-feat-openclaw,876,0,2026-02-04T03:30:30.892Z,2026-02-04T03:30:30.892Z,2026-02-04T03:30:30.892Z,9bow,openclaw|personal-assistant|hkuds|clawdbot|moltbot|nanobot,news
8912,"Kimi K2.5: 범용 에이전트 지능(GAI, General Agentic Intelligence)을 향한 오픈소스 멀티모달 모델",https://discuss.pytorch.kr/t/kimi-k2-5-gai-general-agentic-intelligence/8912,kimi-k2-5-gai-general-agentic-intelligence,2025,0,2026-02-03T21:30:46.518Z,2026-02-03T21:30:46.518Z,2026-02-03T21:30:46.518Z,9bow,early-fusion|agent-swarm|moonshot-ai|decoupled-encoder-process|parallel-agent-reinforcement-learning|joint-multimodal-rl|zero-vision-supervised-fine-tuning|dip-and-recover|multimodal-model|general-agentic-intelligence|kimi-k2-5,news
8900,Enable Chrome AI: 크롬 브라우저에 내장된 Gemini Nano 모델을 활성화하는 오픈소스 도구,https://discuss.pytorch.kr/t/enable-chrome-ai-gemini-nano/8900,enable-chrome-ai-gemini-nano,412,0,2026-02-03T09:30:36.309Z,2026-02-03T09:30:36.309Z,2026-02-03T09:30:36.309Z,9bow,gemini-nano|chrome-browser|built-in-ai|enable-chrome-ai,news
8896,Archon: Claude Code 기반의 자율 소프트웨어 개발을 위한 멀티 에이전트 오케스트레이터(Multi-Agent Development Orchestrator),https://discuss.pytorch.kr/t/archon-claude-code-multi-agent-development-orchestrator/8896,archon-claude-code-multi-agent-development-orchestrator,431,0,2026-02-03T03:30:18.638Z,2026-02-03T03:30:18.638Z,2026-02-03T03:30:18.638Z,9bow,claude-code|code-agent|vibe-coding|archon|multi-agent-development-orchestrator,news
8897,Claude Code Templates: 즉시 사용할 수 있는 Claude Code 도구들을 제공하는 오픈소스 CLI 도구 및 템플릿 라이브러리 (feat. aitmpl.com),https://discuss.pytorch.kr/t/claude-code-templates-claude-code-cli-feat-aitmpl-com/8897,claude-code-templates-claude-code-cli-feat-aitmpl-com,739,0,2026-02-02T21:30:25.479Z,2026-02-02T21:30:25.479Z,2026-02-02T21:30:25.479Z,9bow,claude-code|model-context-protocol|claude-code-plugin|claude-skills|claude-code-hook|claude-code-tips|claude-code-subagent|aitmpl-com|claude-code-templates,news
8901,Awesome Android Agent Skills: AI 코딩 어시스턴트를 위한 안드로이드 개발 스킬 모음,https://discuss.pytorch.kr/t/awesome-android-agent-skills-ai/8901,awesome-android-agent-skills-ai,459,0,2026-02-02T10:30:07.643Z,2026-02-02T10:30:07.643Z,2026-02-02T10:30:07.643Z,9bow,vibe-coding|coding-assistant|android|awesome-android-agent-skills,news
8894,[GN] AI 에이전트만 대화하고 인간은 구경만 하는 소셜 네트워크 Moltbook 내부 들여다보기 - Forbes,https://discuss.pytorch.kr/t/gn-ai-moltbook-forbes/8894,gn-ai-moltbook-forbes,496,0,2026-02-02T04:00:29.627Z,2026-02-02T04:00:29.627Z,2026-02-02T04:00:29.627Z,9bow,agent|agent-to-agent|clawd-clawderberg|moltbook,news
8898,OpenViking: AI 에이전트를 위한 '파일 시스템' 기반 맥락 데이터베이스 (Context Database),https://discuss.pytorch.kr/t/openviking-ai-context-database/8898,openviking-ai-context-database,2080,0,2026-02-02T03:30:21.018Z,2026-02-02T03:30:21.018Z,2026-02-02T03:30:21.018Z,9bow,rag|self-evolving-context|tiered-context-loading|context-database|openviking,news
8895,[2026/01/26 ~ 02/01] 이번 주에 살펴볼 만한 AI/ML 논문 모음,https://discuss.pytorch.kr/t/2026-01-26-02-01-ai-ml/8895,2026-01-26-02-01-ai-ml,829,0,2026-02-01T21:30:56.873Z,2026-02-01T21:30:56.873Z,2026-02-01T21:30:56.873Z,9bow,paper|ai-ml-papers-of-the-week|ttt-discover|test-time-training|organizational-intelligence|agent-drift|g2rl|deep-delta-learning|toolorchestra|agentic-tool-calling|llm-inference-hardware|multi-agent-models|delta-operator|reward-forcing|ema-sink|rewarded-distribution-matching-distillation|gradient-guided-reinforcement-learning|drope,news
